Age,Attrition,BusinessTravel,Department,Education,EducationField,EnvironmentSatisfaction,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,OverTime,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsWithCurrManager
45,No,Travel_Rarely,Research & Development,bachelors_degree,Technical Degree,very_high,high,one,Research Scientist,very_high,Married,2132,No,very_high,one,8,better,5,4,3
42,No,Travel_Frequently,Research & Development,bachelors_degree,Life Sciences,very_high,high,three,Healthcare Representative,very_high,Married,10124,Yes,high,one,24,bad,20,8,9
40,No,Travel_Rarely,Sales,some_college,Medical,low,high,two,Sales Executive,low,Married,5473,No,very_high,zero,9,best,8,4,1
33,No,Travel_Rarely,Research & Development,masters_degree,Life Sciences,meduim,high,two,Laboratory Technician,high,Married,5207,Yes,meduim,one,15,better,15,14,7
40,No,Travel_Rarely,Human Resources,some_college,Medical,high,high,four,Manager,very_high,Single,16437,Yes,very_high,zero,21,better,21,7,7
24,No,Travel_Rarely,Research & Development,some_college,Technical Degree,high,meduim,one,Laboratory Technician,low,Divorced,2296,No,meduim,three,2,better,1,1,0
40,No,Non-Travel,Research & Development,some_college,Life Sciences,very_high,high,two,Healthcare Representative,very_high,Divorced,4069,Yes,high,zero,8,better,2,2,2
45,No,Travel_Rarely,Research & Development,masters_degree,Technical Degree,low,high,three,Healthcare Representative,meduim,Divorced,7441,No,low,three,10,better,10,8,7
35,No,Travel_Rarely,Sales,masters_degree,Life Sciences,meduim,meduim,one,Sales Representative,high,Married,2430,No,low,two,6,better,5,3,2
32,No,Travel_Rarely,Research & Development,some_college,Life Sciences,very_high,meduim,two,Research Scientist,meduim,Married,5878,No,low,one,12,better,7,1,5
36,No,Travel_Rarely,Sales,masters_degree,Life Sciences,high,high,one,Sales Representative,very_high,Single,2644,Yes,very_high,zero,7,good,3,2,2
48,No,Travel_Rarely,Sales,masters_degree,Life Sciences,high,high,two,Sales Executive,high,Divorced,6439,No,high,one,18,better,8,7,7
29,No,Travel_Rarely,Research & Development,bachelors_degree,Life Sciences,high,very_high,one,Research Scientist,high,Married,2451,No,low,two,5,good,1,0,0
33,No,Travel_Rarely,Sales,masters_degree,Life Sciences,low,high,two,Sales Executive,low,Married,6392,No,very_high,one,8,bad,2,2,2
30,Yes,Travel_Rarely,Sales,bachelors_degree,Life Sciences,meduim,meduim,two,Sales Executive,low,Married,9714,No,very_high,one,10,better,10,8,7
38,No,Travel_Frequently,Human Resources,masters_degree,Human Resources,high,high,two,Human Resources,high,Married,6077,No,high,zero,10,better,6,3,2
35,No,Travel_Rarely,Research & Development,bachelors_degree,Medical,very_high,meduim,one,Laboratory Technician,low,Single,2450,No,meduim,zero,3,better,3,0,2
30,No,Travel_Rarely,Sales,masters_degree,Technical Degree,high,high,three,Sales Executive,meduim,Married,9250,No,meduim,one,9,better,4,2,3
35,Yes,Travel_Rarely,Research & Development,bachelors_degree,Life Sciences,low,high,one,Laboratory Technician,low,Divorced,2074,Yes,very_high,one,1,better,1,0,0
53,Yes,Travel_Rarely,Research & Development,Doctorate,Technical Degree,high,meduim,three,Manufacturing Director,very_high,Married,10169,No,meduim,one,34,better,33,7,9
38,Yes,Travel_Rarely,Research & Development,bachelors_degree,Medical,high,high,two,Manufacturing Director,meduim,Married,4855,No,low,two,7,better,5,2,4
32,No,Non-Travel,Research & Development,masters_degree,Technical Degree,very_high,high,two,Research Scientist,low,Married,4087,No,meduim,one,9,good,6,5,2
48,No,Travel_Rarely,Research & Development,masters_degree,Other,high,high,one,Research Scientist,low,Married,2367,No,very_high,one,10,good,8,2,6
34,No,Travel_Rarely,Research & Development,masters_degree,Medical,low,high,one,Research Scientist,very_high,Single,2972,No,high,zero,1,bad,1,0,0
55,No,Travel_Rarely,Sales,Doctorate,Marketing,high,meduim,five,Manager,very_high,Married,19586,No,high,one,36,better,36,6,13
34,No,Travel_Rarely,Research & Development,masters_degree,Life Sciences,meduim,high,two,Research Scientist,very_high,Married,5484,No,meduim,one,9,good,2,2,1
26,No,Travel_Rarely,Research & Development,bachelors_degree,Life Sciences,low,high,one,Research Scientist,very_high,Married,2061,No,low,zero,1,better,1,0,0
38,No,Travel_Rarely,Sales,bachelors_degree,Life Sciences,high,high,two,Sales Executive,meduim,Married,9924,No,very_high,one,10,better,9,8,7
38,No,Travel_Rarely,Sales,bachelors_degree,Life Sciences,meduim,high,two,Sales Executive,meduim,Single,4198,No,meduim,zero,8,best,3,2,2
36,No,Travel_Rarely,Sales,masters_degree,Life Sciences,meduim,high,two,Sales Executive,high,Single,6815,No,low,zero,15,better,1,0,0
29,No,Travel_Rarely,Research & Development,no_college,Medical,meduim,high,one,Laboratory Technician,low,Single,4723,Yes,very_high,zero,10,better,10,9,5
35,No,Travel_Rarely,Research & Development,masters_degree,Medical,low,high,two,Healthcare Representative,high,Single,6142,Yes,high,zero,10,better,5,2,4
39,No,Travel_Rarely,Sales,bachelors_degree,Medical,very_high,very_high,three,Sales Executive,high,Married,8237,No,low,one,11,better,7,6,6
29,No,Travel_Frequently,Research & Development,no_college,Life Sciences,low,high,two,Healthcare Representative,very_high,Divorced,8853,No,very_high,one,6,best,6,4,3
50,No,Travel_Rarely,Sales,bachelors_degree,Marketing,high,high,five,Manager,high,Married,19331,Yes,high,one,27,better,1,0,0
23,No,Travel_Rarely,Research & Development,bachelors_degree,Technical Degree,very_high,very_high,one,Research Scientist,high,Married,2073,No,very_high,one,4,better,2,2,2
36,No,Travel_Frequently,Research & Development,masters_degree,Life Sciences,low,very_high,two,Laboratory Technician,low,Married,5562,Yes,very_high,one,9,better,3,2,2
42,No,Travel_Rarely,Research & Development,some_college,Other,very_high,meduim,five,Manager,very_high,Single,19613,No,very_high,zero,24,better,1,0,1
35,No,Travel_Rarely,Research & Development,bachelors_degree,Life Sciences,meduim,very_high,two,Laboratory Technician,high,Married,3407,No,very_high,two,10,good,10,9,8
34,No,Travel_Frequently,Research & Development,masters_degree,Technical Degree,very_high,meduim,two,Healthcare Representative,high,Married,5063,No,meduim,one,8,good,8,2,7
40,No,Travel_Rarely,Sales,some_college,Life Sciences,very_high,high,two,Sales Executive,low,Married,4639,No,high,one,5,better,5,4,2
43,No,Travel_Rarely,Research & Development,bachelors_degree,Technical Degree,very_high,very_high,one,Laboratory Technician,meduim,Divorced,4876,No,high,one,8,better,6,4,2
35,No,Travel_Rarely,Research & Development,some_college,Life Sciences,high,meduim,one,Laboratory Technician,very_high,Married,2690,No,very_high,one,1,good,1,0,1
46,No,Travel_Rarely,Sales,masters_degree,Life Sciences,very_high,very_high,four,Manager,low,Single,17567,No,meduim,zero,27,bad,26,0,12
28,Yes,Travel_Rarely,Research & Development,bachelors_degree,Medical,high,high,one,Laboratory Technician,meduim,Married,2408,Yes,high,three,1,better,1,1,0
22,No,Non-Travel,Research & Development,some_college,Other,meduim,meduim,one,Research Scientist,high,Married,2814,Yes,meduim,zero,4,good,4,2,3
50,No,Travel_Frequently,Research & Development,Doctorate,Medical,meduim,high,four,Healthcare Representative,high,Married,11245,Yes,high,one,32,better,30,8,13
32,No,Travel_Rarely,Research & Development,masters_degree,Other,meduim,very_high,one,Research Scientist,very_high,Married,3312,No,very_high,two,6,better,3,2,2
44,No,Travel_Rarely,Research & Development,bachelors_degree,Medical,meduim,high,five,Research Director,very_high,Divorced,19049,Yes,very_high,one,23,good,22,7,10
30,No,Travel_Rarely,Research & Development,bachelors_degree,Medical,meduim,meduim,one,Research Scientist,meduim,Married,2141,No,meduim,one,6,good,6,4,1
45,No,Travel_Rarely,Research & Development,Doctorate,Medical,high,low,two,Laboratory Technician,low,Single,5769,Yes,low,zero,10,better,10,7,4
45,No,Non-Travel,Sales,bachelors_degree,Marketing,low,meduim,two,Sales Executive,low,Married,4385,No,low,one,10,better,10,7,5
31,No,Travel_Frequently,Sales,masters_degree,Other,very_high,high,two,Sales Executive,low,Single,5332,No,very_high,zero,10,better,5,2,3
36,No,Travel_Rarely,Research & Development,masters_degree,Life Sciences,high,high,two,Manufacturing Director,high,Married,4663,Yes,meduim,two,7,better,3,2,1
34,No,Travel_Frequently,Research & Development,masters_degree,Life Sciences,high,very_high,two,Manufacturing Director,very_high,Divorced,4724,No,low,one,9,better,9,7,2
49,No,Travel_Rarely,Research & Development,masters_degree,Life Sciences,high,high,one,Laboratory Technician,low,Married,3211,No,very_high,one,10,good,9,6,4
39,No,Travel_Rarely,Research & Development,Doctorate,Medical,meduim,high,two,Manufacturing Director,low,Married,5377,No,very_high,three,10,better,7,7,7
27,No,Travel_Rarely,Research & Development,bachelors_degree,Other,very_high,meduim,one,Laboratory Technician,low,Divorced,4066,No,low,two,7,better,7,7,7
35,No,Travel_Rarely,Research & Development,Doctorate,Life Sciences,meduim,very_high,two,Research Scientist,low,Married,5208,No,very_high,zero,16,better,16,15,10
28,No,Travel_Rarely,Research & Development,bachelors_degree,Medical,meduim,low,two,Manufacturing Director,low,Divorced,4877,No,meduim,one,6,good,5,3,0
21,No,Travel_Rarely,Research & Development,no_college,Medical,high,high,one,Research Scientist,very_high,Single,3117,No,high,zero,3,better,2,2,2
18,Yes,Travel_Frequently,Sales,some_college,Medical,meduim,high,one,Sales Representative,very_high,Single,1569,Yes,high,zero,0,best,0,0,0
47,No,Travel_Rarely,Human Resources,masters_degree,Life Sciences,very_high,high,five,Manager,high,Married,19658,No,high,one,27,better,5,2,0
39,No,Travel_Rarely,Research & Development,some_college,Medical,high,meduim,two,Laboratory Technician,high,Divorced,3069,No,very_high,one,11,better,10,8,7
40,No,Travel_Rarely,Research & Development,bachelors_degree,Life Sciences,low,meduim,three,Manufacturing Director,high,Married,10435,No,very_high,two,18,better,18,15,12
35,No,Non-Travel,Research & Development,masters_degree,Life Sciences,high,high,two,Healthcare Representative,high,Married,4148,No,very_high,one,15,better,14,11,9
37,No,Travel_Rarely,Research & Development,bachelors_degree,Life Sciences,high,high,two,Manufacturing Director,high,Married,5768,No,low,three,9,good,4,3,2
39,No,Travel_Frequently,Research & Development,bachelors_degree,Medical,low,high,two,Manufacturing Director,high,Single,5042,No,very_high,zero,10,bad,9,2,8
45,No,Travel_Rarely,Research & Development,some_college,Other,very_high,meduim,two,Manufacturing Director,very_high,Divorced,5770,No,low,two,10,better,10,7,9
38,No,Travel_Rarely,Research & Development,some_college,Medical,very_high,meduim,three,Manufacturing Director,high,Married,7756,Yes,very_high,one,10,best,5,4,2
35,Yes,Travel_Rarely,Sales,bachelors_degree,Medical,very_high,meduim,three,Sales Executive,low,Married,10306,No,high,zero,15,better,13,12,0
37,No,Travel_Rarely,Research & Development,bachelors_degree,Medical,meduim,high,one,Research Scientist,meduim,Married,3936,No,low,one,8,bad,8,4,7
40,No,Travel_Rarely,Research & Development,bachelors_degree,Life Sciences,high,high,three,Manufacturing Director,very_high,Single,7945,Yes,very_high,zero,18,good,4,2,3
44,No,Travel_Frequently,Human Resources,Doctorate,Human Resources,low,high,two,Human Resources,very_high,Married,5743,Yes,high,zero,14,better,10,7,2
48,No,Travel_Frequently,Research & Development,Doctorate,Medical,high,meduim,four,Manager,very_high,Married,15202,No,meduim,one,23,better,2,2,2
35,Yes,Travel_Rarely,Sales,some_college,Medical,low,low,two,Sales Executive,very_high,Divorced,5440,Yes,very_high,two,7,good,2,2,2
24,No,Travel_Frequently,Research & Development,no_college,Technical Degree,low,high,one,Research Scientist,very_high,Single,3760,Yes,high,zero,6,better,6,3,3
27,No,Travel_Rarely,Research & Development,bachelors_degree,Medical,meduim,very_high,one,Research Scientist,high,Married,3517,No,low,zero,5,better,3,2,2
27,No,Travel_Frequently,Research & Development,bachelors_degree,Medical,very_high,high,one,Research Scientist,very_high,Single,2580,No,high,zero,6,good,4,2,2
40,Yes,Travel_Rarely,Research & Development,bachelors_degree,Life Sciences,low,high,one,Laboratory Technician,low,Single,2166,Yes,meduim,zero,10,bad,4,2,3
29,No,Travel_Rarely,Sales,bachelors_degree,Medical,high,meduim,two,Sales Executive,high,Single,5869,No,high,zero,8,better,5,2,4
36,No,Travel_Rarely,Research & Development,masters_degree,Life Sciences,meduim,high,three,Healthcare Representative,low,Married,8008,No,high,two,9,better,3,2,2
25,No,Travel_Frequently,Research & Development,no_college,Life Sciences,very_high,very_high,two,Manufacturing Director,high,Divorced,5206,No,high,two,7,better,7,7,7
39,No,Travel_Rarely,Research & Development,bachelors_degree,Medical,very_high,high,two,Manufacturing Director,meduim,Married,5295,No,high,zero,7,better,5,4,0
49,No,Travel_Rarely,Research & Development,masters_degree,Other,low,high,four,Research Director,meduim,Married,16413,No,meduim,two,27,better,4,2,2
50,No,Travel_Rarely,Research & Development,Doctorate,Life Sciences,very_high,meduim,three,Research Director,low,Divorced,13269,No,high,three,19,better,14,11,11
20,No,Travel_Rarely,Sales,bachelors_degree,Medical,high,high,one,Sales Representative,high,Single,2783,No,low,zero,2,better,2,2,2
34,No,Travel_Rarely,Research & Development,bachelors_degree,Life Sciences,very_high,high,two,Research Scientist,meduim,Divorced,5433,No,high,one,11,better,11,8,9
36,No,Travel_Rarely,Research & Development,bachelors_degree,Life Sciences,low,high,one,Laboratory Technician,meduim,Single,2013,No,high,zero,15,better,4,3,3
49,No,Travel_Rarely,Research & Development,no_college,Life Sciences,high,meduim,four,Healthcare Representative,high,Married,13966,Yes,meduim,one,30,better,15,11,12
36,No,Non-Travel,Research & Development,masters_degree,Medical,very_high,meduim,two,Manufacturing Director,high,Married,4374,No,high,zero,4,better,3,2,2
36,No,Travel_Rarely,Research & Development,some_college,Life Sciences,very_high,very_high,two,Healthcare Representative,low,Divorced,6842,No,low,one,13,better,5,4,4
54,No,Travel_Rarely,Research & Development,Doctorate,Medical,meduim,high,four,Manager,high,Married,17426,No,high,one,36,better,10,8,7
43,No,Travel_Rarely,Research & Development,some_college,Life Sciences,high,meduim,four,Research Director,high,Married,17603,No,low,one,14,better,14,10,11
35,Yes,Travel_Frequently,Sales,masters_degree,Other,very_high,high,two,Sales Executive,very_high,Single,4581,Yes,low,zero,13,best,11,9,7
38,No,Travel_Frequently,Research & Development,bachelors_degree,Life Sciences,very_high,high,two,Research Scientist,very_high,Married,4735,No,very_high,two,19,best,13,11,9
29,No,Travel_Rarely,Sales,bachelors_degree,Medical,low,meduim,two,Sales Executive,meduim,Divorced,4187,Yes,meduim,one,10,good,10,0,9
33,No,Travel_Rarely,Sales,masters_degree,Medical,very_high,high,two,Sales Executive,very_high,Divorced,5505,No,high,two,6,better,6,2,4
32,No,Travel_Rarely,Research & Development,bachelors_degree,Medical,very_high,high,two,Research Scientist,meduim,Divorced,5470,No,high,two,10,good,9,5,6
31,No,Travel_Rarely,Sales,masters_degree,Life Sciences,low,high,two,Sales Executive,very_high,Married,5476,No,low,two,10,better,10,0,2
49,No,Travel_Rarely,Research & Development,bachelors_degree,Medical,very_high,high,one,Laboratory Technician,low,Divorced,2587,Yes,meduim,one,17,good,2,2,2
38,No,Travel_Frequently,Research & Development,bachelors_degree,Medical,very_high,meduim,one,Laboratory Technician,meduim,Single,2440,No,meduim,zero,4,better,4,3,3
47,No,Travel_Rarely,Sales,masters_degree,Life Sciences,meduim,very_high,four,Manager,meduim,Divorced,15972,No,high,three,29,better,3,2,2
49,No,Travel_Rarely,Research & Development,bachelors_degree,Life Sciences,high,high,four,Manager,high,Single,15379,No,low,zero,23,better,8,7,0
41,No,Travel_Rarely,Sales,some_college,Life Sciences,very_high,high,three,Sales Executive,high,Single,7082,Yes,very_high,zero,21,better,2,0,2
20,No,Travel_Rarely,Sales,no_college,Life Sciences,very_high,high,one,Sales Representative,low,Single,2728,No,low,zero,2,better,2,2,2
33,No,Non-Travel,Sales,bachelors_degree,Life Sciences,high,high,two,Sales Executive,very_high,Divorced,5368,Yes,high,one,7,better,6,5,2
36,No,Travel_Rarely,Research & Development,masters_degree,Life Sciences,low,high,two,Healthcare Representative,high,Married,5347,No,meduim,two,10,good,3,2,2
44,No,Travel_Rarely,Human Resources,bachelors_degree,Life Sciences,high,high,one,Human Resources,very_high,Divorced,3195,Yes,low,three,8,better,2,2,2
23,Yes,Travel_Rarely,Research & Development,no_college,Medical,very_high,meduim,one,Laboratory Technician,high,Single,3989,Yes,low,zero,5,better,5,4,2
38,No,Travel_Rarely,Research & Development,some_college,Medical,very_high,high,one,Laboratory Technician,high,Married,3306,No,very_high,one,7,good,0,0,0
53,No,Travel_Rarely,Research & Development,masters_degree,Medical,meduim,very_high,three,Healthcare Representative,very_high,Married,7005,No,high,zero,11,better,4,3,2
48,Yes,Travel_Frequently,Sales,some_college,Medical,very_high,high,one,Sales Representative,high,Married,2655,Yes,high,two,19,better,9,7,7
32,Yes,Travel_Rarely,Research & Development,masters_degree,Life Sciences,very_high,high,one,Laboratory Technician,meduim,Single,1393,No,low,zero,1,better,1,0,0
26,No,Non-Travel,Research & Development,bachelors_degree,Medical,very_high,high,one,Laboratory Technician,very_high,Single,2570,No,high,zero,7,better,7,7,7
55,No,Travel_Rarely,Research & Development,bachelors_degree,Technical Degree,low,meduim,one,Research Scientist,meduim,Divorced,3537,No,very_high,one,8,better,4,2,2
34,No,Travel_Rarely,Research & Development,some_college,Medical,meduim,meduim,two,Laboratory Technician,very_high,Married,3986,No,high,one,15,best,15,10,13
60,No,Travel_Rarely,Research & Development,masters_degree,Medical,high,low,three,Healthcare Representative,very_high,Divorced,10883,No,high,one,19,best,1,0,0
33,No,Travel_Rarely,Research & Development,bachelors_degree,Medical,meduim,very_high,one,Laboratory Technician,meduim,Married,2028,No,very_high,three,14,better,14,11,13
37,No,Travel_Frequently,Sales,masters_degree,Medical,high,low,two,Sales Executive,very_high,Divorced,9525,No,high,two,6,good,6,3,3
34,No,Travel_Rarely,Research & Development,bachelors_degree,Life Sciences,meduim,meduim,one,Research Scientist,very_high,Married,2929,No,meduim,zero,10,better,10,9,7
23,Yes,Travel_Rarely,Sales,bachelors_degree,Life Sciences,high,high,one,Sales Representative,very_high,Divorced,2275,Yes,meduim,one,3,better,3,2,2
44,No,Travel_Rarely,Research & Development,bachelors_degree,Life Sciences,high,very_high,three,Healthcare Representative,very_high,Married,7879,Yes,meduim,one,9,better,8,7,7
35,No,Travel_Frequently,Research & Development,masters_degree,Medical,low,meduim,one,Research Scientist,very_high,Single,4930,Yes,high,zero,6,best,5,4,4
43,No,Travel_Rarely,Sales,bachelors_degree,Medical,very_high,high,two,Sales Executive,very_high,Married,7847,Yes,low,one,10,better,10,9,8
24,No,Travel_Rarely,Research & Development,bachelors_degree,Medical,high,very_high,one,Research Scientist,high,Married,4401,No,very_high,one,5,better,5,3,4
41,No,Travel_Rarely,Sales,bachelors_degree,Marketing,very_high,high,three,Sales Executive,high,Single,9241,No,meduim,zero,10,better,10,8,7
29,No,Travel_Rarely,Research & Development,masters_degree,Medical,very_high,high,one,Laboratory Technician,high,Married,2974,No,high,one,9,better,5,3,2
36,No,Travel_Rarely,Sales,masters_degree,Life Sciences,high,high,two,Sales Representative,very_high,Single,4502,No,high,zero,17,good,13,7,7
45,No,Non-Travel,Research & Development,no_college,Life Sciences,high,meduim,three,Healthcare Representative,high,Married,10748,No,very_high,one,25,good,23,15,4
24,Yes,Travel_Rarely,Human Resources,no_college,Human Resources,very_high,low,one,Human Resources,high,Married,1555,No,high,one,1,better,1,0,0
47,Yes,Travel_Frequently,Sales,bachelors_degree,Life Sciences,high,low,four,Sales Executive,high,Married,12936,No,high,zero,25,bad,23,5,10
26,No,Travel_Rarely,Research & Development,masters_degree,Medical,very_high,low,one,Laboratory Technician,high,Married,2305,No,high,three,3,best,3,2,2
45,No,Travel_Rarely,Research & Development,some_college,Technical Degree,very_high,meduim,four,Research Director,meduim,Single,16704,No,high,zero,21,better,21,6,6
32,No,Travel_Frequently,Research & Development,bachelors_degree,Life Sciences,low,high,one,Research Scientist,high,Married,3433,No,low,one,10,good,5,2,3
31,No,Travel_Rarely,Research & Development,masters_degree,Life Sciences,meduim,high,one,Laboratory Technician,high,Married,3477,No,very_high,one,6,best,5,2,3
41,No,Non-Travel,Human Resources,bachelors_degree,Human Resources,high,low,two,Human Resources,meduim,Married,6430,No,meduim,one,10,better,3,2,2
40,No,Travel_Rarely,Research & Development,some_college,Life Sciences,meduim,high,two,Manufacturing Director,low,Married,6516,Yes,meduim,one,18,better,1,0,0
24,No,Travel_Rarely,Research & Development,no_college,Medical,meduim,high,one,Laboratory Technician,low,Divorced,3907,No,meduim,three,6,best,6,2,2
46,No,Travel_Rarely,Research & Development,masters_degree,Life Sciences,high,high,two,Healthcare Representative,meduim,Single,5562,No,very_high,zero,19,better,10,7,9
35,No,Travel_Rarely,Research & Development,masters_degree,Life Sciences,very_high,high,two,Manufacturing Director,high,Married,6883,No,meduim,one,17,better,7,7,7
30,No,Travel_Rarely,Research & Development,no_college,Life Sciences,meduim,high,one,Research Scientist,very_high,Married,2862,No,meduim,one,10,good,10,0,8
47,No,Non-Travel,Sales,masters_degree,Marketing,high,high,two,Sales Executive,meduim,Married,4978,No,very_high,one,4,bad,1,0,0
46,No,Travel_Rarely,Sales,bachelors_degree,Life Sciences,high,high,three,Sales Executive,very_high,Divorced,10368,Yes,meduim,one,13,good,10,6,3
36,Yes,Travel_Rarely,Sales,Doctorate,Marketing,meduim,meduim,two,Sales Executive,low,Divorced,6134,Yes,meduim,three,16,better,2,2,2
32,Yes,Travel_Rarely,Sales,some_college,Life Sciences,low,low,two,Sales Executive,meduim,Single,6735,No,meduim,zero,10,better,0,0,0
23,No,Travel_Rarely,Research & Development,no_college,Medical,high,high,one,Laboratory Technician,meduim,Single,3295,No,high,zero,3,bad,3,2,2
31,No,Travel_Frequently,Research & Development,no_college,Technical Degree,very_high,high,two,Manufacturing Director,very_high,Single,5238,No,very_high,zero,9,good,5,4,4
39,No,Non-Travel,Research & Development,bachelors_degree,Life Sciences,very_high,high,two,Laboratory Technician,very_high,Married,6472,Yes,very_high,one,9,better,9,8,8
32,No,Travel_Rarely,Sales,bachelors_degree,Life Sciences,very_high,low,three,Sales Executive,high,Married,9610,No,high,one,10,bad,4,3,2
40,No,Travel_Rarely,Sales,masters_degree,Medical,meduim,high,five,Manager,meduim,Single,19833,No,meduim,zero,21,good,21,8,8
45,No,Travel_Rarely,Human Resources,bachelors_degree,Life Sciences,high,low,three,Human Resources,high,Married,9756,No,high,two,9,best,5,0,3
30,No,Travel_Frequently,Research & Development,masters_degree,Technical Degree,very_high,meduim,one,Research Scientist,low,Single,4968,No,very_high,zero,10,better,9,7,7
24,No,Travel_Frequently,Human Resources,bachelors_degree,Medical,low,high,one,Human Resources,very_high,Married,2145,No,very_high,one,3,better,2,2,1
30,Yes,Travel_Frequently,Human Resources,bachelors_degree,Human Resources,high,meduim,one,Human Resources,very_high,Divorced,2180,No,high,one,6,good,4,2,2
31,No,Travel_Rarely,Sales,bachelors_degree,Technical Degree,low,high,two,Sales Executive,high,Married,8346,No,high,one,6,better,5,2,2
27,No,Travel_Rarely,Research & Development,bachelors_degree,Medical,high,high,one,Research Scientist,very_high,Single,3445,No,high,zero,6,good,6,2,4
29,Yes,Travel_Rarely,Sales,bachelors_degree,Marketing,meduim,low,one,Sales Representative,meduim,Single,2760,No,high,zero,2,better,2,2,2
29,No,Travel_Frequently,Research & Development,bachelors_degree,Life Sciences,very_high,very_high,two,Healthcare Representative,high,Single,6294,Yes,very_high,zero,10,best,3,2,2
30,No,Travel_Rarely,Sales,some_college,Marketing,high,meduim,three,Sales Executive,low,Divorced,7140,No,low,one,12,better,7,7,7
34,No,Travel_Rarely,Research & Development,masters_degree,Medical,very_high,very_high,one,Research Scientist,very_high,Married,2932,Yes,low,three,6,better,5,0,2
33,No,Non-Travel,Sales,bachelors_degree,Marketing,very_high,high,two,Sales Executive,meduim,Single,5147,No,very_high,zero,13,good,11,7,7
49,No,Travel_Rarely,Sales,masters_degree,Marketing,very_high,high,two,Sales Executive,very_high,Single,4507,No,high,zero,8,best,5,1,4
33,Yes,Travel_Rarely,Sales,bachelors_degree,Life Sciences,low,high,three,Sales Executive,low,Single,8564,Yes,high,zero,11,good,0,0,0
38,No,Travel_Frequently,Research & Development,some_college,Medical,high,meduim,one,Laboratory Technician,meduim,Married,2468,No,meduim,one,9,good,6,1,5
31,Yes,Travel_Rarely,Sales,masters_degree,Marketing,low,high,three,Sales Executive,high,Married,8161,No,low,three,10,better,1,0,0
29,No,Travel_Rarely,Research & Development,bachelors_degree,Technical Degree,very_high,meduim,one,Research Scientist,low,Divorced,2109,No,high,one,1,better,1,0,0
30,No,Travel_Rarely,Research & Development,bachelors_degree,Life Sciences,high,very_high,two,Healthcare Representative,high,Married,5294,No,high,one,10,better,7,0,7
32,No,Non-Travel,Research & Development,masters_degree,Technical Degree,meduim,high,one,Research Scientist,meduim,Single,2718,No,meduim,zero,12,better,7,7,7
38,No,Travel_Rarely,Research & Development,bachelors_degree,Medical,meduim,low,two,Healthcare Representative,very_high,Married,5811,Yes,high,one,15,better,1,0,0
43,Yes,Travel_Frequently,Research & Development,bachelors_degree,Technical Degree,high,meduim,one,Research Scientist,high,Married,2437,Yes,very_high,one,6,better,1,0,0
42,No,Travel_Rarely,Research & Development,bachelors_degree,Medical,meduim,high,one,Laboratory Technician,meduim,Divorced,2766,No,meduim,three,7,good,5,3,4
55,No,Travel_Rarely,Research & Development,bachelors_degree,Medical,high,meduim,five,Research Director,low,Married,19038,No,meduim,three,34,better,1,0,0
33,No,Non-Travel,Research & Development,bachelors_degree,Technical Degree,very_high,high,two,Research Scientist,meduim,Divorced,3055,No,very_high,two,11,good,9,8,7
41,No,Travel_Rarely,Research & Development,masters_degree,Life Sciences,high,high,one,Laboratory Technician,low,Divorced,2289,No,meduim,two,5,better,5,3,4
34,No,Non-Travel,Sales,bachelors_degree,Life Sciences,very_high,high,two,Sales Executive,high,Divorced,4001,Yes,high,one,15,better,15,14,7
53,No,Non-Travel,Research & Development,masters_degree,Medical,low,meduim,four,Manufacturing Director,high,Married,12965,Yes,very_high,three,27,good,3,2,2
43,No,Travel_Rarely,Human Resources,bachelors_degree,Life Sciences,meduim,high,one,Human Resources,very_high,Single,3539,No,meduim,zero,10,better,9,7,8
34,No,Travel_Rarely,Sales,some_college,Life Sciences,very_high,low,two,Sales Executive,very_high,Single,6029,No,low,zero,6,better,2,2,2
21,Yes,Travel_Rarely,Sales,no_college,Marketing,meduim,high,one,Sales Representative,meduim,Single,2679,No,meduim,zero,1,better,1,0,0
38,No,Travel_Rarely,Research & Development,some_college,Other,very_high,meduim,one,Laboratory Technician,high,Married,3702,No,meduim,one,5,better,5,4,4
22,Yes,Travel_Rarely,Research & Development,no_college,Medical,high,high,one,Laboratory Technician,low,Married,2398,Yes,high,zero,1,better,1,0,0
31,No,Travel_Rarely,Sales,masters_degree,Marketing,low,meduim,two,Sales Executive,very_high,Married,5468,No,low,two,13,better,12,7,7
51,No,Travel_Rarely,Research & Development,bachelors_degree,Technical Degree,low,high,three,Manager,high,Married,13116,No,very_high,zero,15,better,2,2,2
37,No,Travel_Rarely,Sales,some_college,Marketing,meduim,meduim,two,Sales Executive,meduim,Married,4189,No,low,two,5,better,5,2,3
46,No,Travel_Rarely,Research & Development,masters_degree,Medical,high,high,five,Research Director,very_high,Divorced,19328,Yes,high,one,24,better,2,1,2
36,No,Travel_Rarely,Research & Development,bachelors_degree,Life Sciences,very_high,high,three,Healthcare Representative,low,Married,8321,Yes,very_high,one,15,better,12,8,7
44,Yes,Travel_Frequently,Research & Development,some_college,Medical,high,high,one,Research Scientist,meduim,Divorced,2342,Yes,high,three,6,good,5,3,3
37,No,Travel_Rarely,Human Resources,some_college,Other,high,high,two,Human Resources,meduim,Divorced,4071,No,high,zero,19,good,10,0,7
