Age,Attrition,BusinessTravel,Education,EducationField,EnvironmentSatisfaction,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MonthlyIncome,OverTime,RelationshipSatisfaction,StockOptionLevel,WorkLifeBalance,YearsAtCompany
35,Yes,Travel_Rarely,masters_degree,Other,high,meduim,one,Laboratory Technician,meduim,3743,Yes,very_high,one,bad,4
31,No,Travel_Frequently,no_college,Life Sciences,high,high,two,Manufacturing Director,low,4148,No,high,one,better,4
18,No,Non-Travel,some_college,Life Sciences,meduim,high,one,Research Scientist,very_high,1051,No,very_high,zero,better,0
54,No,Travel_Rarely,bachelors_degree,Technical Degree,high,high,three,Manufacturing Director,high,10739,No,high,one,better,10
35,No,Travel_Rarely,masters_degree,Medical,high,high,three,Healthcare Representative,high,10388,Yes,high,one,good,16
30,No,Travel_Rarely,some_college,Life Sciences,meduim,very_high,three,Research Director,low,11416,Yes,high,three,good,8
20,Yes,Travel_Rarely,bachelors_degree,Medical,very_high,meduim,one,Research Scientist,low,2600,Yes,low,zero,better,1
30,Yes,Travel_Frequently,bachelors_degree,Medical,meduim,high,one,Laboratory Technician,meduim,2422,No,low,zero,better,3
26,No,Travel_Rarely,some_college,Medical,very_high,very_high,two,Manufacturing Director,very_high,5472,No,meduim,zero,better,8
22,No,Travel_Rarely,no_college,Life Sciences,meduim,low,one,Laboratory Technician,low,2451,No,low,one,good,4
48,No,Travel_Rarely,bachelors_degree,Life Sciences,low,meduim,two,Healthcare Representative,high,4240,No,very_high,zero,better,2
48,No,Travel_Rarely,masters_degree,Life Sciences,high,meduim,three,Healthcare Representative,high,10999,No,meduim,zero,better,15
41,No,Travel_Rarely,some_college,Medical,very_high,high,two,Manufacturing Director,high,5003,No,meduim,zero,better,2
39,No,Travel_Rarely,no_college,Life Sciences,very_high,meduim,four,Manufacturing Director,very_high,12742,No,high,one,better,21
27,No,Travel_Rarely,masters_degree,Life Sciences,low,high,two,Manufacturing Director,very_high,4227,No,meduim,one,better,3
35,No,Travel_Rarely,bachelors_degree,Other,meduim,high,one,Laboratory Technician,very_high,3917,No,low,one,good,3
42,No,Travel_Rarely,some_college,Marketing,very_high,high,five,Manager,high,18303,No,meduim,zero,best,1
50,No,Travel_Rarely,bachelors_degree,Life Sciences,low,high,one,Laboratory Technician,very_high,2380,No,meduim,zero,better,1
59,No,Travel_Rarely,bachelors_degree,Life Sciences,high,meduim,four,Manufacturing Director,very_high,13726,Yes,low,zero,better,5
37,Yes,Travel_Rarely,some_college,Medical,low,low,two,Healthcare Representative,meduim,4777,No,low,zero,bad,1
55,No,Travel_Frequently,masters_degree,Medical,high,high,two,Healthcare Representative,meduim,6385,Yes,very_high,two,better,8
41,No,Non-Travel,no_college,Life Sciences,meduim,low,five,Research Director,high,19973,No,meduim,two,better,21
38,No,Travel_Rarely,masters_degree,Life Sciences,meduim,high,two,Sales Executive,very_high,6861,Yes,high,zero,better,1
26,Yes,Non-Travel,some_college,Medical,meduim,low,two,Sales Executive,low,4969,No,very_high,zero,better,2
44,No,Travel_Rarely,bachelors_degree,Medical,very_high,very_high,four,Sales Executive,very_high,13320,Yes,high,one,better,12
50,No,Non-Travel,bachelors_degree,Life Sciences,very_high,high,two,Sales Executive,high,6347,No,low,one,better,18
36,Yes,Travel_Rarely,masters_degree,Life Sciences,high,very_high,one,Laboratory Technician,low,2743,No,high,zero,better,17
39,No,Travel_Frequently,bachelors_degree,Medical,very_high,high,three,Manufacturing Director,low,10880,Yes,high,zero,better,21
33,No,Non-Travel,no_college,Life Sciences,meduim,meduim,one,Sales Representative,very_high,2342,No,very_high,zero,good,2
45,No,Travel_Rarely,some_college,Life Sciences,very_high,high,four,Manager,very_high,17650,No,meduim,one,best,9
32,No,Non-Travel,masters_degree,Medical,very_high,high,one,Laboratory Technician,high,4025,No,meduim,zero,better,8
34,No,Travel_Rarely,masters_degree,Marketing,meduim,very_high,two,Sales Executive,very_high,9725,No,very_high,one,good,15
59,No,Travel_Rarely,some_college,Technical Degree,meduim,high,three,Manager,very_high,11904,Yes,high,one,bad,6
45,No,Travel_Rarely,masters_degree,Medical,meduim,high,one,Human Resources,meduim,2177,No,low,zero,better,6
53,No,Travel_Frequently,bachelors_degree,Marketing,high,meduim,three,Sales Executive,meduim,7525,No,low,one,better,15
36,Yes,Travel_Rarely,bachelors_degree,Other,low,high,two,Laboratory Technician,high,4834,No,meduim,one,good,1
26,Yes,Travel_Frequently,bachelors_degree,Life Sciences,low,high,one,Research Scientist,low,2042,Yes,meduim,one,better,3
34,No,Travel_Rarely,masters_degree,Life Sciences,high,high,one,Sales Representative,high,2220,Yes,very_high,one,better,1
28,No,Travel_Rarely,no_college,Medical,very_high,high,one,Sales Representative,meduim,1052,No,meduim,zero,better,1
38,No,Travel_Frequently,masters_degree,Other,high,high,one,Research Scientist,high,2821,No,low,one,better,2
50,No,Travel_Rarely,masters_degree,Medical,meduim,high,five,Research Director,high,19237,Yes,very_high,one,good,8
37,No,Travel_Rarely,bachelors_degree,Other,very_high,high,two,Healthcare Representative,meduim,4107,No,low,zero,good,4
40,No,Travel_Rarely,bachelors_degree,Marketing,high,high,two,Sales Executive,low,8396,No,meduim,one,good,7
26,No,Travel_Frequently,no_college,Medical,low,meduim,one,Research Scientist,high,2007,No,high,two,better,5
46,No,Travel_Rarely,masters_degree,Medical,very_high,high,five,Research Director,very_high,19627,No,very_high,two,better,2
54,No,Travel_Rarely,masters_degree,Life Sciences,high,meduim,three,Sales Executive,high,10686,No,meduim,one,better,9
56,No,Travel_Frequently,bachelors_degree,Medical,low,high,one,Research Scientist,high,2942,No,meduim,one,better,5
36,No,Travel_Rarely,Doctorate,Medical,very_high,meduim,three,Manufacturing Director,very_high,8858,No,meduim,zero,good,14
55,No,Non-Travel,no_college,Medical,high,meduim,four,Manager,low,16756,No,meduim,zero,best,9
43,No,Travel_Rarely,bachelors_degree,Medical,high,meduim,three,Sales Executive,very_high,10798,No,high,one,better,1
20,Yes,Travel_Frequently,bachelors_degree,Marketing,very_high,high,one,Sales Representative,very_high,2323,Yes,meduim,zero,better,2
21,Yes,Travel_Rarely,bachelors_degree,Life Sciences,high,meduim,one,Laboratory Technician,low,1416,No,low,zero,good,1
46,No,Travel_Rarely,masters_degree,Life Sciences,very_high,meduim,two,Research Scientist,low,4615,Yes,low,three,better,16
51,Yes,Travel_Rarely,masters_degree,Life Sciences,low,high,one,Research Scientist,high,2461,Yes,high,three,best,10
28,Yes,Non-Travel,some_college,Technical Degree,meduim,meduim,three,Healthcare Representative,low,8722,No,low,zero,good,10
26,No,Travel_Rarely,some_college,Medical,low,meduim,one,Laboratory Technician,low,3955,No,low,two,better,5
30,No,Travel_Rarely,bachelors_degree,Other,high,high,two,Manufacturing Director,low,9957,No,high,one,good,6
41,No,Travel_Rarely,some_college,Technical Degree,meduim,very_high,one,Research Scientist,high,3376,No,high,zero,better,10
38,No,Travel_Rarely,no_college,Life Sciences,high,meduim,three,Healthcare Representative,high,8823,No,low,one,good,19
40,No,Travel_Rarely,masters_degree,Technical Degree,low,high,three,Healthcare Representative,very_high,10322,No,very_high,one,better,11
27,No,Non-Travel,Doctorate,Life Sciences,low,low,one,Laboratory Technician,high,4621,No,very_high,three,better,3
55,No,Travel_Frequently,no_college,Life Sciences,very_high,high,three,Manufacturing Director,meduim,10976,No,meduim,one,better,3
28,No,Travel_Rarely,bachelors_degree,Other,high,high,two,Research Scientist,high,3660,No,very_high,zero,best,8
44,Yes,Travel_Rarely,some_college,Medical,meduim,meduim,three,Human Resources,low,10482,No,very_high,one,better,20
33,No,Travel_Rarely,bachelors_degree,Life Sciences,very_high,meduim,three,Healthcare Representative,very_high,7119,No,high,one,better,3
35,Yes,Travel_Rarely,bachelors_degree,Technical Degree,very_high,high,three,Sales Executive,low,9582,Yes,low,zero,better,8
33,Yes,Travel_Frequently,masters_degree,Medical,low,meduim,two,Research Scientist,high,4508,No,meduim,zero,better,13
28,No,Travel_Rarely,some_college,Life Sciences,low,high,one,Laboratory Technician,high,2207,No,very_high,one,good,4
34,No,Travel_Frequently,no_college,Life Sciences,low,high,two,Healthcare Representative,very_high,7756,No,high,zero,good,6
37,No,Travel_Rarely,masters_degree,Life Sciences,very_high,meduim,two,Sales Executive,very_high,6694,Yes,high,three,better,1
25,Yes,Travel_Rarely,no_college,Technical Degree,very_high,high,one,Laboratory Technician,very_high,3691,Yes,meduim,one,best,7
26,Yes,Travel_Rarely,bachelors_degree,Medical,low,high,one,Laboratory Technician,high,2377,No,high,one,good,1
33,Yes,Travel_Rarely,bachelors_degree,Medical,low,meduim,one,Research Scientist,meduim,2313,Yes,meduim,zero,better,2
42,No,Travel_Rarely,some_college,Medical,very_high,high,four,Manager,low,17665,No,very_high,one,better,22
28,Yes,Travel_Frequently,bachelors_degree,Medical,low,meduim,one,Laboratory Technician,meduim,2596,No,low,two,better,1
50,Yes,Travel_Frequently,masters_degree,Other,very_high,high,two,Sales Executive,high,4728,Yes,very_high,zero,better,0
33,No,Travel_Frequently,bachelors_degree,Life Sciences,very_high,high,two,Sales Executive,meduim,4302,No,high,one,better,3
34,No,Non-Travel,masters_degree,Life Sciences,high,meduim,one,Research Scientist,very_high,2979,No,very_high,three,better,0
48,No,Non-Travel,masters_degree,Medical,low,very_high,four,Manager,very_high,16885,No,high,zero,good,5
45,No,Non-Travel,masters_degree,Life Sciences,meduim,meduim,two,Sales Executive,high,5593,No,very_high,one,better,15
52,No,Travel_Rarely,masters_degree,Life Sciences,meduim,high,three,Healthcare Representative,meduim,10445,No,very_high,zero,better,8
38,No,Travel_Rarely,masters_degree,Marketing,high,meduim,three,Sales Executive,high,8740,Yes,meduim,two,better,8
29,No,Travel_Rarely,masters_degree,Life Sciences,high,high,one,Research Scientist,very_high,2514,No,low,one,better,7
28,No,Travel_Rarely,bachelors_degree,Medical,very_high,high,three,Manufacturing Director,meduim,7655,No,meduim,three,good,9
46,No,Travel_Rarely,no_college,Marketing,low,high,four,Manager,high,17465,No,very_high,one,better,12
38,No,Travel_Rarely,some_college,Marketing,very_high,high,three,Sales Executive,meduim,7351,No,high,zero,better,1
43,No,Travel_Frequently,bachelors_degree,Life Sciences,high,high,three,Manufacturing Director,low,10820,No,high,one,better,8
39,Yes,Travel_Frequently,bachelors_degree,Life Sciences,low,high,four,Healthcare Representative,very_high,12169,No,very_high,three,better,18
40,No,Travel_Rarely,bachelors_degree,Medical,high,meduim,five,Research Director,high,19626,No,low,zero,best,20
21,No,Travel_Rarely,no_college,Technical Degree,very_high,meduim,one,Research Scientist,meduim,2070,Yes,high,zero,best,2
39,No,Non-Travel,bachelors_degree,Life Sciences,high,high,two,Laboratory Technician,meduim,6782,No,high,zero,good,5
36,No,Non-Travel,masters_degree,Life Sciences,low,high,two,Manufacturing Director,very_high,7779,No,low,zero,better,11
31,No,Travel_Frequently,bachelors_degree,Life Sciences,high,very_high,one,Sales Representative,very_high,2791,No,low,one,better,2
28,No,Travel_Rarely,no_college,Life Sciences,low,meduim,one,Research Scientist,meduim,3201,No,low,zero,bad,5
35,No,Travel_Frequently,some_college,Marketing,very_high,high,two,Sales Executive,very_high,4968,No,very_high,one,better,5
49,No,Travel_Rarely,masters_degree,Technical Degree,very_high,meduim,four,Sales Executive,meduim,13120,No,meduim,one,better,9
34,No,Travel_Frequently,some_college,Life Sciences,very_high,high,two,Manufacturing Director,high,4033,No,very_high,zero,good,3
29,No,Travel_Frequently,bachelors_degree,Life Sciences,very_high,high,one,Research Scientist,meduim,3291,No,very_high,two,good,7
42,No,Travel_Rarely,bachelors_degree,Medical,meduim,low,two,Laboratory Technician,very_high,4272,No,low,zero,better,1
29,No,Travel_Rarely,no_college,Medical,meduim,meduim,two,Manufacturing Director,very_high,5056,Yes,high,one,good,10
38,No,Travel_Rarely,bachelors_degree,Human Resources,high,very_high,one,Human Resources,high,2844,No,very_high,one,best,7
28,No,Travel_Frequently,bachelors_degree,Life Sciences,high,meduim,one,Research Scientist,high,2703,Yes,very_high,one,better,3
18,Yes,Non-Travel,no_college,Medical,high,high,one,Laboratory Technician,high,1904,No,very_high,zero,better,0
33,Yes,Travel_Rarely,masters_degree,Marketing,low,high,two,Sales Executive,low,8224,Yes,low,zero,better,5
41,No,Travel_Rarely,masters_degree,Life Sciences,meduim,high,one,Laboratory Technician,very_high,4766,Yes,low,one,better,1
31,Yes,Travel_Frequently,bachelors_degree,Medical,high,high,one,Laboratory Technician,high,2610,No,high,one,good,2
37,No,Travel_Rarely,some_college,Medical,high,meduim,two,Healthcare Representative,very_high,5731,No,high,two,better,6
27,No,Travel_Rarely,bachelors_degree,Life Sciences,very_high,meduim,one,Research Scientist,high,2539,No,high,one,better,4
34,No,Travel_Rarely,no_college,Life Sciences,meduim,high,two,Sales Executive,high,5714,No,low,zero,good,6
35,No,Travel_Rarely,masters_degree,Technical Degree,high,high,one,Human Resources,high,4323,No,meduim,zero,bad,5
29,Yes,Travel_Rarely,no_college,Life Sciences,very_high,meduim,three,Sales Executive,low,7336,No,low,one,bad,11
40,No,Travel_Frequently,masters_degree,Medical,meduim,high,three,Research Director,high,13499,No,high,zero,good,18
42,Yes,Travel_Frequently,bachelors_degree,Life Sciences,high,high,four,Sales Executive,low,13758,Yes,meduim,zero,good,21
42,No,Travel_Rarely,masters_degree,Marketing,meduim,high,two,Sales Executive,low,5155,No,very_high,zero,best,6
35,No,Travel_Rarely,masters_degree,Medical,very_high,meduim,one,Laboratory Technician,high,2258,No,meduim,one,better,8
24,No,Travel_Rarely,bachelors_degree,Medical,very_high,high,one,Laboratory Technician,meduim,3597,No,very_high,zero,better,4
28,Yes,Travel_Rarely,no_college,Life Sciences,high,high,one,Laboratory Technician,very_high,2515,Yes,very_high,zero,good,1
26,No,Travel_Rarely,masters_degree,Medical,low,very_high,one,Laboratory Technician,very_high,4420,No,meduim,one,better,8
30,No,Travel_Rarely,bachelors_degree,Marketing,high,meduim,two,Sales Executive,high,6578,No,low,one,better,10
40,No,Travel_Frequently,some_college,Medical,high,meduim,two,Research Scientist,very_high,4422,Yes,very_high,one,bad,1
35,No,Travel_Rarely,bachelors_degree,Life Sciences,high,meduim,three,Manufacturing Director,meduim,10274,No,meduim,one,best,7
34,No,Travel_Frequently,bachelors_degree,Medical,very_high,meduim,two,Healthcare Representative,low,5343,No,high,zero,better,13
35,No,Travel_Frequently,masters_degree,Other,very_high,meduim,one,Laboratory Technician,very_high,2376,No,meduim,one,best,2
43,Yes,Travel_Rarely,bachelors_degree,Marketing,low,low,two,Sales Executive,high,5346,No,meduim,zero,good,4
32,No,Non-Travel,no_college,Life Sciences,high,high,one,Sales Representative,low,2827,No,high,three,better,1
56,No,Travel_Rarely,masters_degree,Technical Degree,very_high,high,five,Manager,low,19943,No,very_high,one,better,5
29,No,Travel_Rarely,no_college,Medical,meduim,high,one,Laboratory Technician,very_high,3131,No,low,one,better,10
19,No,Travel_Rarely,some_college,Life Sciences,high,high,one,Research Scientist,low,2552,No,high,zero,better,1
45,No,Travel_Rarely,bachelors_degree,Medical,low,high,one,Research Scientist,high,4477,Yes,high,one,good,3
37,No,Travel_Rarely,bachelors_degree,Life Sciences,very_high,meduim,two,Manufacturing Director,very_high,6474,No,meduim,one,good,14
20,No,Travel_Rarely,bachelors_degree,Life Sciences,low,meduim,one,Laboratory Technician,high,3033,No,low,zero,good,2
44,Yes,Travel_Rarely,masters_degree,Life Sciences,high,high,one,Research Scientist,high,2936,Yes,high,zero,better,6
53,No,Travel_Rarely,some_college,Medical,very_high,high,five,Manager,high,18606,No,meduim,one,better,7
29,No,Travel_Rarely,no_college,Life Sciences,meduim,low,one,Research Scientist,very_high,2168,Yes,low,one,good,5
22,Yes,Travel_Frequently,masters_degree,Life Sciences,high,meduim,one,Research Scientist,very_high,2853,Yes,meduim,one,better,0
46,No,Travel_Rarely,bachelors_degree,Marketing,high,high,four,Manager,low,17048,No,low,zero,better,26
44,No,Non-Travel,bachelors_degree,Life Sciences,very_high,low,one,Research Scientist,high,2290,No,very_high,zero,better,0
33,No,Travel_Rarely,bachelors_degree,Human Resources,meduim,high,one,Human Resources,high,3600,No,very_high,one,better,5
41,Yes,Non-Travel,some_college,Life Sciences,low,meduim,one,Research Scientist,low,2107,No,low,one,bad,1
30,No,Travel_Rarely,masters_degree,Life Sciences,high,high,two,Sales Executive,low,4115,No,high,three,better,4
40,No,Travel_Frequently,masters_degree,Medical,meduim,high,two,Sales Executive,meduim,4327,No,very_high,three,better,0
50,No,Travel_Frequently,bachelors_degree,Medical,very_high,high,four,Manager,low,17856,No,high,one,better,2
28,No,Travel_Rarely,masters_degree,Medical,very_high,meduim,one,Laboratory Technician,low,3196,No,high,three,better,6
46,No,Travel_Rarely,some_college,Life Sciences,very_high,high,five,Research Director,meduim,19081,No,low,one,better,4
35,No,Travel_Rarely,masters_degree,Life Sciences,high,high,two,Sales Executive,low,8966,Yes,very_high,three,better,7
24,Yes,Travel_Rarely,some_college,Life Sciences,very_high,high,one,Laboratory Technician,meduim,2210,No,low,one,bad,1
33,No,Travel_Frequently,bachelors_degree,Medical,meduim,high,two,Sales Executive,high,4539,No,low,one,good,10
36,No,Travel_Rarely,masters_degree,Life Sciences,high,low,one,Laboratory Technician,high,2741,No,high,one,better,7
30,No,Travel_Rarely,masters_degree,Life Sciences,high,high,two,Laboratory Technician,high,3491,No,low,three,good,10
44,No,Travel_Rarely,masters_degree,Other,very_high,high,two,Research Scientist,very_high,4541,No,meduim,zero,better,20
20,No,Travel_Rarely,bachelors_degree,Marketing,high,very_high,one,Sales Representative,very_high,2678,No,very_high,zero,better,2
46,No,Travel_Rarely,masters_degree,Technical Degree,very_high,high,two,Manufacturing Director,very_high,7379,No,high,one,good,6
42,No,Non-Travel,Doctorate,Medical,very_high,very_high,two,Human Resources,low,6272,No,low,one,best,4
60,No,Travel_Rarely,masters_degree,Marketing,meduim,very_high,two,Sales Executive,very_high,5220,Yes,meduim,one,better,11
32,No,Travel_Frequently,bachelors_degree,Other,high,meduim,one,Laboratory Technician,meduim,2743,No,high,one,better,2
32,No,Travel_Frequently,some_college,Life Sciences,very_high,high,two,Research Scientist,high,4998,Yes,very_high,zero,better,8
36,No,Travel_Rarely,bachelors_degree,Technical Degree,high,low,three,Manufacturing Director,low,10252,Yes,high,one,better,7
33,No,Travel_Rarely,bachelors_degree,Medical,low,high,one,Research Scientist,very_high,2781,No,meduim,one,better,14
40,No,Travel_Rarely,bachelors_degree,Technical Degree,meduim,meduim,two,Sales Executive,meduim,6852,No,meduim,one,best,5
25,No,Travel_Rarely,masters_degree,Life Sciences,high,high,two,Sales Executive,very_high,4950,No,meduim,zero,better,4
30,No,Travel_Rarely,bachelors_degree,Medical,very_high,high,one,Research Scientist,meduim,3579,Yes,low,one,better,11
42,No,Travel_Frequently,Doctorate,Medical,low,high,three,Research Director,low,13191,Yes,high,zero,better,1
35,No,Non-Travel,some_college,Marketing,high,meduim,three,Sales Executive,very_high,10377,Yes,meduim,one,good,13
27,No,Travel_Rarely,bachelors_degree,Life Sciences,low,high,one,Research Scientist,low,2235,Yes,very_high,two,good,9
54,No,Travel_Frequently,masters_degree,Life Sciences,very_high,high,three,Manufacturing Director,high,10502,No,low,one,bad,5
44,No,Travel_Rarely,no_college,Life Sciences,low,very_high,one,Research Scientist,very_high,2011,No,very_high,one,better,10
19,Yes,Non-Travel,bachelors_degree,Medical,low,meduim,one,Research Scientist,meduim,1859,Yes,meduim,zero,best,1
29,No,Travel_Rarely,bachelors_degree,Life Sciences,low,high,one,Research Scientist,very_high,3760,No,low,three,better,3
54,No,Travel_Rarely,bachelors_degree,Life Sciences,very_high,high,four,Research Director,very_high,17779,No,low,zero,better,10
31,No,Travel_Rarely,some_college,Medical,high,high,two,Healthcare Representative,low,6833,Yes,very_high,zero,good,6
31,No,Travel_Rarely,bachelors_degree,Medical,high,meduim,two,Healthcare Representative,low,6812,No,meduim,zero,better,10
59,No,Travel_Rarely,bachelors_degree,Life Sciences,high,meduim,two,Sales Executive,very_high,5171,No,very_high,zero,better,6
43,No,Travel_Rarely,bachelors_degree,Life Sciences,high,low,five,Research Director,very_high,19740,No,meduim,one,better,8
49,No,Travel_Rarely,some_college,Medical,low,meduim,five,Manager,high,18711,No,high,one,best,1
36,No,Travel_Frequently,bachelors_degree,Technical Degree,high,high,one,Research Scientist,meduim,3692,No,high,zero,good,11
48,No,Travel_Rarely,some_college,Technical Degree,very_high,very_high,one,Laboratory Technician,meduim,2559,No,high,zero,good,1
27,No,Travel_Rarely,some_college,Life Sciences,low,high,one,Research Scientist,high,2517,No,meduim,three,better,5
29,No,Travel_Rarely,bachelors_degree,Life Sciences,high,high,two,Healthcare Representative,very_high,6623,Yes,meduim,two,better,6
48,No,Travel_Rarely,bachelors_degree,Life Sciences,very_high,meduim,five,Research Director,very_high,18265,No,high,zero,best,1
29,No,Travel_Rarely,bachelors_degree,Life Sciences,very_high,meduim,four,Research Director,very_high,16124,No,meduim,two,good,7
34,No,Travel_Rarely,bachelors_degree,Technical Degree,high,very_high,one,Research Scientist,high,2585,No,very_high,zero,good,1
44,No,Travel_Rarely,bachelors_degree,Marketing,meduim,high,five,Manager,meduim,18213,No,high,one,better,22
33,No,Travel_Rarely,Doctorate,Marketing,very_high,very_high,three,Sales Executive,high,8380,Yes,very_high,two,better,9
19,No,Travel_Rarely,bachelors_degree,Life Sciences,meduim,very_high,one,Research Scientist,very_high,2994,Yes,very_high,zero,better,1
23,No,Travel_Rarely,some_college,Life Sciences,very_high,high,one,Research Scientist,high,1223,No,very_high,one,better,1
25,Yes,Travel_Frequently,no_college,Life Sciences,high,low,one,Sales Representative,very_high,1118,Yes,very_high,zero,better,1
26,No,Travel_Rarely,some_college,Life Sciences,high,high,one,Research Scientist,very_high,2875,Yes,meduim,zero,good,8
45,Yes,Travel_Rarely,bachelors_degree,Marketing,low,low,five,Manager,meduim,18824,Yes,low,zero,better,24
21,Yes,Travel_Frequently,some_college,Life Sciences,low,meduim,one,Laboratory Technician,high,2625,No,high,zero,bad,2
46,No,Travel_Rarely,some_college,Marketing,very_high,meduim,five,Manager,meduim,18789,No,high,one,better,11
34,No,Travel_Rarely,bachelors_degree,Marketing,high,high,two,Sales Executive,low,4538,Yes,very_high,zero,better,3
59,No,Travel_Rarely,masters_degree,Medical,very_high,high,three,Manufacturing Director,very_high,10512,No,very_high,zero,good,9
34,No,Travel_Frequently,bachelors_degree,Medical,high,high,two,Laboratory Technician,meduim,4444,No,high,two,best,11
28,No,Travel_Frequently,masters_degree,Medical,very_high,high,one,Laboratory Technician,high,2154,Yes,high,zero,good,4
44,No,Travel_Rarely,some_college,Life Sciences,high,very_high,five,Manager,low,19190,No,very_high,two,good,25
34,No,Travel_Frequently,bachelors_degree,Life Sciences,high,meduim,two,Human Resources,meduim,4490,No,very_high,two,best,10
35,No,Travel_Rarely,no_college,Life Sciences,high,high,one,Research Scientist,high,3506,Yes,very_high,zero,better,3
42,No,Travel_Rarely,masters_degree,Medical,meduim,very_high,two,Research Scientist,meduim,2372,Yes,very_high,zero,better,1
43,No,Travel_Rarely,masters_degree,Marketing,very_high,meduim,three,Sales Executive,very_high,10231,No,very_high,zero,best,21
36,No,Travel_Rarely,masters_degree,Life Sciences,high,high,two,Manufacturing Director,meduim,5410,Yes,very_high,zero,better,16
44,Yes,Travel_Rarely,bachelors_degree,Medical,low,high,three,Healthcare Representative,very_high,7978,No,very_high,one,better,10
28,No,Travel_Frequently,bachelors_degree,Life Sciences,very_high,meduim,one,Laboratory Technician,very_high,3867,Yes,meduim,one,better,2
51,No,Travel_Frequently,some_college,Medical,meduim,meduim,one,Laboratory Technician,high,2838,No,meduim,zero,good,7
30,No,Non-Travel,some_college,Medical,high,high,two,Manufacturing Director,high,4695,Yes,high,zero,better,8
29,Yes,Travel_Rarely,bachelors_degree,Technical Degree,meduim,high,one,Laboratory Technician,high,3339,Yes,low,two,better,7
28,No,Travel_Rarely,bachelors_degree,Technical Degree,very_high,high,one,Research Scientist,low,2080,No,meduim,zero,good,3
25,No,Travel_Rarely,bachelors_degree,Medical,very_high,high,one,Research Scientist,meduim,2096,No,very_high,zero,good,2
32,No,Travel_Rarely,bachelors_degree,Medical,high,very_high,two,Sales Executive,very_high,6209,No,high,two,best,10
45,No,Travel_Frequently,bachelors_degree,Medical,meduim,high,five,Manager,meduim,18061,No,high,zero,better,0
39,No,Travel_Rarely,masters_degree,Medical,high,meduim,four,Manager,meduim,17123,Yes,very_high,two,better,19
58,No,Travel_Rarely,masters_degree,Life Sciences,low,high,one,Research Scientist,high,2372,No,very_high,two,better,2
32,Yes,Travel_Rarely,some_college,Life Sciences,very_high,high,two,Laboratory Technician,high,4883,No,low,one,better,10
39,Yes,Travel_Rarely,bachelors_degree,Medical,high,high,one,Research Scientist,low,3904,No,low,zero,better,5
30,No,Travel_Rarely,bachelors_degree,Technical Degree,low,meduim,two,Laboratory Technician,very_high,4627,No,low,one,better,9
36,No,Travel_Rarely,masters_degree,Technical Degree,very_high,high,three,Healthcare Representative,high,7094,No,low,zero,better,7
46,No,Travel_Rarely,some_college,Life Sciences,very_high,high,one,Human Resources,low,3423,No,high,zero,best,7
28,No,Non-Travel,bachelors_degree,Life Sciences,high,low,two,Laboratory Technician,very_high,6674,No,low,three,better,9
50,No,Travel_Rarely,bachelors_degree,Life Sciences,very_high,high,four,Research Director,low,16880,Yes,meduim,zero,better,3
40,Yes,Travel_Rarely,masters_degree,Marketing,very_high,meduim,three,Sales Executive,meduim,9094,Yes,high,zero,better,5
52,Yes,Travel_Rarely,bachelors_degree,Life Sciences,meduim,high,three,Sales Executive,meduim,8446,Yes,high,zero,good,8
30,No,Travel_Rarely,masters_degree,Medical,meduim,high,three,Manager,low,11916,Yes,very_high,two,better,9
39,No,Travel_Rarely,some_college,Life Sciences,low,high,two,Manufacturing Director,high,4534,No,low,zero,better,8
31,No,Non-Travel,masters_degree,Life Sciences,very_high,high,three,Sales Executive,high,9852,Yes,low,one,good,10
41,No,Non-Travel,some_college,Medical,high,low,two,Sales Executive,meduim,6151,No,low,zero,better,19
31,Yes,Travel_Frequently,bachelors_degree,Life Sciences,very_high,high,one,Sales Representative,meduim,2302,Yes,low,zero,best,3
44,Yes,Travel_Rarely,bachelors_degree,Life Sciences,low,high,one,Laboratory Technician,low,2362,No,high,zero,best,3
42,No,Non-Travel,no_college,Life Sciences,high,high,four,Manager,high,17861,Yes,very_high,zero,good,20
55,No,Travel_Rarely,some_college,Medical,very_high,low,five,Manager,high,19187,No,very_high,one,better,19
56,No,Travel_Rarely,masters_degree,Life Sciences,very_high,high,five,Manager,meduim,19717,No,low,zero,better,7
40,No,Non-Travel,some_college,Life Sciences,high,high,one,Research Scientist,high,3544,No,meduim,one,better,4
34,No,Travel_Rarely,bachelors_degree,Life Sciences,very_high,high,three,Healthcare Representative,very_high,8500,No,very_high,one,good,9
40,No,Travel_Rarely,bachelors_degree,Life Sciences,high,high,two,Research Scientist,very_high,4661,No,high,zero,better,9
41,No,Travel_Frequently,bachelors_degree,Marketing,high,high,two,Sales Executive,low,4103,No,very_high,one,better,9
35,No,Travel_Frequently,masters_degree,Life Sciences,high,high,two,Research Scientist,high,4249,Yes,meduim,zero,better,9
38,No,Travel_Rarely,some_college,Life Sciences,meduim,high,two,Sales Executive,low,6893,No,very_high,one,better,7
34,No,Travel_Rarely,some_college,Medical,high,high,two,Sales Executive,low,6125,No,very_high,zero,best,10
25,No,Travel_Rarely,no_college,Medical,very_high,high,one,Laboratory Technician,very_high,3669,No,high,three,good,3
58,Yes,Travel_Rarely,masters_degree,Medical,high,meduim,three,Manufacturing Director,low,10008,Yes,very_high,zero,good,10
