Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
24,No,Travel_Frequently,567,Research & Development,2,no_college,Technical Degree,low,Female,32,high,one,Research Scientist,very_high,Single,3760,17218,1,Yes,13,Excellent,high,zero,6,2,better,6,3,1,3
27,No,Travel_Rarely,486,Research & Development,8,bachelors_degree,Medical,meduim,Female,86,very_high,one,Research Scientist,high,Married,3517,22490,7,No,17,Excellent,low,zero,5,0,better,3,2,0,2
27,No,Travel_Frequently,591,Research & Development,2,bachelors_degree,Medical,very_high,Male,87,high,one,Research Scientist,very_high,Single,2580,6297,2,No,13,Excellent,high,zero,6,0,good,4,2,1,2
40,Yes,Travel_Rarely,1329,Research & Development,7,bachelors_degree,Life Sciences,low,Male,73,high,one,Laboratory Technician,low,Single,2166,3339,3,Yes,14,Excellent,meduim,zero,10,3,bad,4,2,0,3
29,No,Travel_Rarely,469,Sales,10,bachelors_degree,Medical,high,Male,42,meduim,two,Sales Executive,high,Single,5869,23413,9,No,11,Excellent,high,zero,8,2,better,5,2,1,4
36,No,Travel_Rarely,711,Research & Development,5,masters_degree,Life Sciences,meduim,Female,42,high,three,Healthcare Representative,low,Married,8008,22792,4,No,12,Excellent,high,two,9,6,better,3,2,0,2
25,No,Travel_Frequently,772,Research & Development,2,no_college,Life Sciences,very_high,Male,77,very_high,two,Manufacturing Director,high,Divorced,5206,4973,1,No,17,Excellent,high,two,7,6,better,7,7,0,7
39,No,Travel_Rarely,492,Research & Development,12,bachelors_degree,Medical,very_high,Male,66,high,two,Manufacturing Director,meduim,Married,5295,7693,4,No,21,Outstanding,high,zero,7,3,better,5,4,1,0
49,No,Travel_Rarely,301,Research & Development,22,masters_degree,Other,low,Female,72,high,four,Research Director,meduim,Married,16413,3498,3,No,16,Excellent,meduim,two,27,2,better,4,2,1,2
50,No,Travel_Rarely,813,Research & Development,17,Doctorate,Life Sciences,very_high,Female,50,meduim,three,Research Director,low,Divorced,13269,21981,5,No,15,Excellent,high,three,19,3,better,14,11,1,11
20,No,Travel_Rarely,1141,Sales,2,bachelors_degree,Medical,high,Female,31,high,one,Sales Representative,high,Single,2783,13251,1,No,19,Excellent,low,zero,2,3,better,2,2,2,2
34,No,Travel_Rarely,1130,Research & Development,3,bachelors_degree,Life Sciences,very_high,Female,66,high,two,Research Scientist,meduim,Divorced,5433,19332,1,No,12,Excellent,high,one,11,2,better,11,8,7,9
36,No,Travel_Rarely,311,Research & Development,7,bachelors_degree,Life Sciences,low,Male,77,high,one,Laboratory Technician,meduim,Single,2013,10950,2,No,11,Excellent,high,zero,15,4,better,4,3,1,3
49,No,Travel_Rarely,465,Research & Development,6,no_college,Life Sciences,high,Female,41,meduim,four,Healthcare Representative,high,Married,13966,11652,2,Yes,19,Excellent,meduim,one,30,3,better,15,11,2,12
36,No,Non-Travel,894,Research & Development,1,masters_degree,Medical,very_high,Female,33,meduim,two,Manufacturing Director,high,Married,4374,15411,0,No,15,Excellent,high,zero,4,6,better,3,2,1,2
36,No,Travel_Rarely,1040,Research & Development,3,some_college,Life Sciences,very_high,Male,79,very_high,two,Healthcare Representative,low,Divorced,6842,26308,6,No,20,Outstanding,low,one,13,3,better,5,4,0,4
54,No,Travel_Rarely,584,Research & Development,22,Doctorate,Medical,meduim,Female,91,high,four,Manager,high,Married,17426,18685,3,No,25,Outstanding,high,one,36,6,better,10,8,4,7
43,No,Travel_Rarely,1291,Research & Development,15,some_college,Life Sciences,high,Male,65,meduim,four,Research Director,high,Married,17603,3525,1,No,24,Outstanding,low,one,14,3,better,14,10,6,11
35,Yes,Travel_Frequently,880,Sales,12,masters_degree,Other,very_high,Male,36,high,two,Sales Executive,very_high,Single,4581,10414,3,Yes,24,Outstanding,low,zero,13,2,best,11,9,6,7
38,No,Travel_Frequently,1189,Research & Development,1,bachelors_degree,Life Sciences,very_high,Male,90,high,two,Research Scientist,very_high,Married,4735,9867,7,No,15,Excellent,very_high,two,19,4,best,13,11,2,9
29,No,Travel_Rarely,991,Sales,5,bachelors_degree,Medical,low,Male,43,meduim,two,Sales Executive,meduim,Divorced,4187,3356,1,Yes,13,Excellent,meduim,one,10,3,good,10,0,0,9
33,No,Travel_Rarely,392,Sales,2,masters_degree,Medical,very_high,Male,93,high,two,Sales Executive,very_high,Divorced,5505,3921,1,No,14,Excellent,high,two,6,5,better,6,2,0,4
32,No,Travel_Rarely,977,Research & Development,2,bachelors_degree,Medical,very_high,Male,45,high,two,Research Scientist,meduim,Divorced,5470,25518,0,No,13,Excellent,high,two,10,4,good,9,5,1,6
31,No,Travel_Rarely,1112,Sales,5,masters_degree,Life Sciences,low,Female,67,high,two,Sales Executive,very_high,Married,5476,22589,1,No,11,Excellent,low,two,10,2,better,10,0,0,2
49,No,Travel_Rarely,464,Research & Development,16,bachelors_degree,Medical,very_high,Female,74,high,one,Laboratory Technician,low,Divorced,2587,24941,4,Yes,16,Excellent,meduim,one,17,2,good,2,2,2,2
38,No,Travel_Frequently,148,Research & Development,2,bachelors_degree,Medical,very_high,Female,42,meduim,one,Laboratory Technician,meduim,Single,2440,23826,1,No,22,Outstanding,meduim,zero,4,3,better,4,3,3,3
47,No,Travel_Rarely,1225,Sales,2,masters_degree,Life Sciences,meduim,Female,47,very_high,four,Manager,meduim,Divorced,15972,21086,6,No,14,Excellent,high,three,29,2,better,3,2,1,2
49,No,Travel_Rarely,809,Research & Development,1,bachelors_degree,Life Sciences,high,Male,36,high,four,Manager,high,Single,15379,22384,4,No,14,Excellent,low,zero,23,2,better,8,7,0,0
41,No,Travel_Rarely,1206,Sales,23,some_college,Life Sciences,very_high,Male,80,high,three,Sales Executive,high,Single,7082,11591,3,Yes,16,Excellent,very_high,zero,21,2,better,2,0,0,2
20,No,Travel_Rarely,727,Sales,9,no_college,Life Sciences,very_high,Male,54,high,one,Sales Representative,low,Single,2728,21082,1,No,11,Excellent,low,zero,2,3,better,2,2,0,2
33,No,Non-Travel,530,Sales,16,bachelors_degree,Life Sciences,high,Female,36,high,two,Sales Executive,very_high,Divorced,5368,16130,1,Yes,25,Outstanding,high,one,7,2,better,6,5,1,2
36,No,Travel_Rarely,1351,Research & Development,26,masters_degree,Life Sciences,low,Male,80,high,two,Healthcare Representative,high,Married,5347,7419,6,No,14,Excellent,meduim,two,10,2,good,3,2,0,2
44,No,Travel_Rarely,528,Human Resources,1,bachelors_degree,Life Sciences,high,Female,44,high,one,Human Resources,very_high,Divorced,3195,4167,4,Yes,18,Excellent,low,three,8,2,better,2,2,2,2
23,Yes,Travel_Rarely,1320,Research & Development,8,no_college,Medical,very_high,Male,93,meduim,one,Laboratory Technician,high,Single,3989,20586,1,Yes,11,Excellent,low,zero,5,2,better,5,4,1,2
38,No,Travel_Rarely,1495,Research & Development,4,some_college,Medical,very_high,Female,87,high,one,Laboratory Technician,high,Married,3306,26176,7,No,19,Excellent,very_high,one,7,5,good,0,0,0,0
53,No,Travel_Rarely,1395,Research & Development,24,masters_degree,Medical,meduim,Male,48,very_high,three,Healthcare Representative,very_high,Married,7005,3458,3,No,15,Excellent,high,zero,11,2,better,4,3,1,2
48,Yes,Travel_Frequently,708,Sales,7,some_college,Medical,very_high,Female,95,high,one,Sales Representative,high,Married,2655,11740,2,Yes,11,Excellent,high,two,19,3,better,9,7,7,7
32,Yes,Travel_Rarely,1259,Research & Development,2,masters_degree,Life Sciences,very_high,Male,95,high,one,Laboratory Technician,meduim,Single,1393,24852,1,No,12,Excellent,low,zero,1,2,better,1,0,0,0
26,No,Non-Travel,786,Research & Development,7,bachelors_degree,Medical,very_high,Male,76,high,one,Laboratory Technician,very_high,Single,2570,11925,1,No,20,Outstanding,high,zero,7,5,better,7,7,5,7
55,No,Travel_Rarely,1441,Research & Development,22,bachelors_degree,Technical Degree,low,Male,94,meduim,one,Research Scientist,meduim,Divorced,3537,23737,5,No,12,Excellent,very_high,one,8,1,better,4,2,1,2
34,No,Travel_Rarely,1157,Research & Development,5,some_college,Medical,meduim,Male,57,meduim,two,Laboratory Technician,very_high,Married,3986,11912,1,No,14,Excellent,high,one,15,3,best,15,10,4,13
60,No,Travel_Rarely,370,Research & Development,1,masters_degree,Medical,high,Male,92,low,three,Healthcare Representative,very_high,Divorced,10883,20467,3,No,20,Outstanding,high,one,19,2,best,1,0,0,0
33,No,Travel_Rarely,267,Research & Development,21,bachelors_degree,Medical,meduim,Male,79,very_high,one,Laboratory Technician,meduim,Married,2028,13637,1,No,18,Excellent,very_high,three,14,6,better,14,11,2,13
37,No,Travel_Frequently,1278,Sales,1,masters_degree,Medical,high,Male,31,low,two,Sales Executive,very_high,Divorced,9525,7677,1,No,14,Excellent,high,two,6,2,good,6,3,1,3
34,No,Travel_Rarely,678,Research & Development,19,bachelors_degree,Life Sciences,meduim,Female,35,meduim,one,Research Scientist,very_high,Married,2929,20338,1,No,12,Excellent,meduim,zero,10,3,better,10,9,8,7
23,Yes,Travel_Rarely,427,Sales,7,bachelors_degree,Life Sciences,high,Male,99,high,one,Sales Representative,very_high,Divorced,2275,25103,1,Yes,21,Outstanding,meduim,one,3,2,better,3,2,0,2
44,No,Travel_Rarely,921,Research & Development,2,bachelors_degree,Life Sciences,high,Female,96,very_high,three,Healthcare Representative,very_high,Married,7879,14810,1,Yes,19,Excellent,meduim,one,9,2,better,8,7,6,7
35,No,Travel_Frequently,146,Research & Development,2,masters_degree,Medical,low,Male,79,meduim,one,Research Scientist,very_high,Single,4930,13970,0,Yes,14,Excellent,high,zero,6,2,best,5,4,1,4
43,No,Travel_Rarely,1179,Sales,2,bachelors_degree,Medical,very_high,Male,73,high,two,Sales Executive,very_high,Married,7847,6069,1,Yes,17,Excellent,low,one,10,3,better,10,9,8,8
24,No,Travel_Rarely,581,Research & Development,9,bachelors_degree,Medical,high,Male,62,very_high,one,Research Scientist,high,Married,4401,17616,1,No,16,Excellent,very_high,one,5,1,better,5,3,0,4
41,No,Travel_Rarely,918,Sales,6,bachelors_degree,Marketing,very_high,Male,35,high,three,Sales Executive,high,Single,9241,15869,1,No,12,Excellent,meduim,zero,10,3,better,10,8,8,7
29,No,Travel_Rarely,1082,Research & Development,9,masters_degree,Medical,very_high,Female,43,high,one,Laboratory Technician,high,Married,2974,25412,9,No,17,Excellent,high,one,9,2,better,5,3,1,2
36,No,Travel_Rarely,530,Sales,2,masters_degree,Life Sciences,high,Female,51,high,two,Sales Representative,very_high,Single,4502,7439,3,No,15,Excellent,high,zero,17,2,good,13,7,6,7
45,No,Non-Travel,1238,Research & Development,1,no_college,Life Sciences,high,Male,74,meduim,three,Healthcare Representative,high,Married,10748,3395,3,No,23,Outstanding,very_high,one,25,3,good,23,15,14,4
24,Yes,Travel_Rarely,240,Human Resources,22,no_college,Human Resources,very_high,Male,58,low,one,Human Resources,high,Married,1555,11585,1,No,11,Excellent,high,one,1,2,better,1,0,0,0
47,Yes,Travel_Frequently,1093,Sales,9,bachelors_degree,Life Sciences,high,Male,82,low,four,Sales Executive,high,Married,12936,24164,7,No,11,Excellent,high,zero,25,3,bad,23,5,14,10
26,No,Travel_Rarely,390,Research & Development,17,masters_degree,Medical,very_high,Male,62,low,one,Laboratory Technician,high,Married,2305,6217,1,No,15,Excellent,high,three,3,3,best,3,2,0,2
45,No,Travel_Rarely,1005,Research & Development,28,some_college,Technical Degree,very_high,Female,48,meduim,four,Research Director,meduim,Single,16704,17119,1,No,11,Excellent,high,zero,21,2,better,21,6,8,6
32,No,Travel_Frequently,585,Research & Development,10,bachelors_degree,Life Sciences,low,Male,56,high,one,Research Scientist,high,Married,3433,17360,6,No,13,Excellent,low,one,10,3,good,5,2,1,3
31,No,Travel_Rarely,741,Research & Development,2,masters_degree,Life Sciences,meduim,Male,69,high,one,Laboratory Technician,high,Married,3477,18103,1,No,14,Excellent,very_high,one,6,2,best,5,2,0,3
41,No,Non-Travel,552,Human Resources,4,bachelors_degree,Human Resources,high,Male,60,low,two,Human Resources,meduim,Married,6430,20794,6,No,19,Excellent,meduim,one,10,4,better,3,2,1,2
40,No,Travel_Rarely,369,Research & Development,8,some_college,Life Sciences,meduim,Female,92,high,two,Manufacturing Director,low,Married,6516,5041,2,Yes,16,Excellent,meduim,one,18,3,better,1,0,0,0
24,No,Travel_Rarely,506,Research & Development,29,no_college,Medical,meduim,Male,91,high,one,Laboratory Technician,low,Divorced,3907,3622,1,No,13,Excellent,meduim,three,6,2,best,6,2,1,2
46,No,Travel_Rarely,717,Research & Development,13,masters_degree,Life Sciences,high,Male,34,high,two,Healthcare Representative,meduim,Single,5562,9697,6,No,14,Excellent,very_high,zero,19,3,better,10,7,0,9
35,No,Travel_Rarely,1370,Research & Development,27,masters_degree,Life Sciences,very_high,Male,49,high,two,Manufacturing Director,high,Married,6883,5151,2,No,16,Excellent,meduim,one,17,3,better,7,7,0,7
30,No,Travel_Rarely,793,Research & Development,16,no_college,Life Sciences,meduim,Male,33,high,one,Research Scientist,very_high,Married,2862,3811,1,No,12,Excellent,meduim,one,10,2,good,10,0,0,8
47,No,Non-Travel,543,Sales,2,masters_degree,Marketing,high,Male,87,high,two,Sales Executive,meduim,Married,4978,3536,7,No,11,Excellent,very_high,one,4,3,bad,1,0,0,0
46,No,Travel_Rarely,1277,Sales,2,bachelors_degree,Life Sciences,high,Male,74,high,three,Sales Executive,very_high,Divorced,10368,5596,4,Yes,12,Excellent,meduim,one,13,5,good,10,6,0,3
36,Yes,Travel_Rarely,1456,Sales,13,Doctorate,Marketing,meduim,Male,96,meduim,two,Sales Executive,low,Divorced,6134,8658,5,Yes,13,Excellent,meduim,three,16,3,better,2,2,2,2
32,Yes,Travel_Rarely,964,Sales,1,some_college,Life Sciences,low,Male,34,low,two,Sales Executive,meduim,Single,6735,12147,6,No,15,Excellent,meduim,zero,10,2,better,0,0,0,0
23,No,Travel_Rarely,160,Research & Development,4,no_college,Medical,high,Female,51,high,one,Laboratory Technician,meduim,Single,3295,12862,1,No,13,Excellent,high,zero,3,3,bad,3,2,1,2
31,No,Travel_Frequently,163,Research & Development,24,no_college,Technical Degree,very_high,Female,30,high,two,Manufacturing Director,very_high,Single,5238,6670,2,No,20,Outstanding,very_high,zero,9,3,good,5,4,1,4
39,No,Non-Travel,792,Research & Development,1,bachelors_degree,Life Sciences,very_high,Male,77,high,two,Laboratory Technician,very_high,Married,6472,8989,1,Yes,15,Excellent,very_high,one,9,2,better,9,8,5,8
32,No,Travel_Rarely,371,Sales,19,bachelors_degree,Life Sciences,very_high,Male,80,low,three,Sales Executive,high,Married,9610,3840,3,No,13,Excellent,high,one,10,2,bad,4,3,0,2
40,No,Travel_Rarely,611,Sales,7,masters_degree,Medical,meduim,Male,88,high,five,Manager,meduim,Single,19833,4349,1,No,14,Excellent,meduim,zero,21,3,good,21,8,12,8
45,No,Travel_Rarely,176,Human Resources,4,bachelors_degree,Life Sciences,high,Female,56,low,three,Human Resources,high,Married,9756,6595,4,No,21,Outstanding,high,two,9,2,best,5,0,0,3
30,No,Travel_Frequently,1312,Research & Development,2,masters_degree,Technical Degree,very_high,Female,78,meduim,one,Research Scientist,low,Single,4968,26427,0,No,16,Excellent,very_high,zero,10,2,better,9,7,0,7
24,No,Travel_Frequently,897,Human Resources,10,bachelors_degree,Medical,low,Male,59,high,one,Human Resources,very_high,Married,2145,2097,0,No,14,Excellent,very_high,one,3,2,better,2,2,2,1
30,Yes,Travel_Frequently,600,Human Resources,8,bachelors_degree,Human Resources,high,Female,66,meduim,one,Human Resources,very_high,Divorced,2180,9732,6,No,11,Excellent,high,one,6,0,good,4,2,1,2
31,No,Travel_Rarely,1003,Sales,5,bachelors_degree,Technical Degree,low,Male,51,high,two,Sales Executive,high,Married,8346,20943,1,No,19,Excellent,high,one,6,3,better,5,2,0,2
27,No,Travel_Rarely,1054,Research & Development,8,bachelors_degree,Medical,high,Female,67,high,one,Research Scientist,very_high,Single,3445,6152,1,No,11,Excellent,high,zero,6,5,good,6,2,1,4
29,Yes,Travel_Rarely,428,Sales,9,bachelors_degree,Marketing,meduim,Female,52,low,one,Sales Representative,meduim,Single,2760,14630,1,No,13,Excellent,high,zero,2,3,better,2,2,2,2
29,No,Travel_Frequently,461,Research & Development,1,bachelors_degree,Life Sciences,very_high,Male,70,very_high,two,Healthcare Representative,high,Single,6294,23060,8,Yes,12,Excellent,very_high,zero,10,5,best,3,2,0,2
30,No,Travel_Rarely,979,Sales,15,some_college,Marketing,high,Male,94,meduim,three,Sales Executive,low,Divorced,7140,3088,2,No,11,Excellent,low,one,12,2,better,7,7,1,7
34,No,Travel_Rarely,181,Research & Development,2,masters_degree,Medical,very_high,Male,97,very_high,one,Research Scientist,very_high,Married,2932,5586,0,Yes,14,Excellent,low,three,6,3,better,5,0,1,2
33,No,Non-Travel,1283,Sales,2,bachelors_degree,Marketing,very_high,Female,62,high,two,Sales Executive,meduim,Single,5147,10697,8,No,15,Excellent,very_high,zero,13,2,good,11,7,1,7
49,No,Travel_Rarely,1313,Sales,11,masters_degree,Marketing,very_high,Female,80,high,two,Sales Executive,very_high,Single,4507,8191,3,No,12,Excellent,high,zero,8,1,best,5,1,0,4
33,Yes,Travel_Rarely,211,Sales,16,bachelors_degree,Life Sciences,low,Female,74,high,three,Sales Executive,low,Single,8564,10092,2,Yes,20,Outstanding,high,zero,11,2,good,0,0,0,0
38,No,Travel_Frequently,594,Research & Development,2,some_college,Medical,high,Female,75,meduim,one,Laboratory Technician,meduim,Married,2468,15963,4,No,14,Excellent,meduim,one,9,4,good,6,1,0,5
31,Yes,Travel_Rarely,1079,Sales,16,masters_degree,Marketing,low,Male,70,high,three,Sales Executive,high,Married,8161,19002,2,No,13,Excellent,low,three,10,2,better,1,0,0,0
29,No,Travel_Rarely,590,Research & Development,4,bachelors_degree,Technical Degree,very_high,Female,91,meduim,one,Research Scientist,low,Divorced,2109,10007,1,No,13,Excellent,high,one,1,2,better,1,0,0,0
30,No,Travel_Rarely,305,Research & Development,16,bachelors_degree,Life Sciences,high,Male,58,very_high,two,Healthcare Representative,high,Married,5294,9128,3,No,16,Excellent,high,one,10,3,better,7,0,1,7
32,No,Non-Travel,953,Research & Development,5,masters_degree,Technical Degree,meduim,Male,65,high,one,Research Scientist,meduim,Single,2718,17674,2,No,14,Excellent,meduim,zero,12,3,better,7,7,0,7
38,No,Travel_Rarely,833,Research & Development,18,bachelors_degree,Medical,meduim,Male,60,low,two,Healthcare Representative,very_high,Married,5811,24539,3,Yes,16,Excellent,high,one,15,2,better,1,0,1,0
43,Yes,Travel_Frequently,807,Research & Development,17,bachelors_degree,Technical Degree,high,Male,38,meduim,one,Research Scientist,high,Married,2437,15587,9,Yes,16,Excellent,very_high,one,6,4,better,1,0,0,0
42,No,Travel_Rarely,855,Research & Development,12,bachelors_degree,Medical,meduim,Male,57,high,one,Laboratory Technician,meduim,Divorced,2766,8952,8,No,22,Outstanding,meduim,three,7,6,good,5,3,0,4
55,No,Travel_Rarely,478,Research & Development,2,bachelors_degree,Medical,high,Male,60,meduim,five,Research Director,low,Married,19038,19805,8,No,12,Excellent,meduim,three,34,2,better,1,0,0,0
33,No,Non-Travel,775,Research & Development,4,bachelors_degree,Technical Degree,very_high,Male,90,high,two,Research Scientist,meduim,Divorced,3055,6194,5,No,15,Excellent,very_high,two,11,2,good,9,8,1,7
41,No,Travel_Rarely,548,Research & Development,9,masters_degree,Life Sciences,high,Male,94,high,one,Laboratory Technician,low,Divorced,2289,20520,1,No,20,Outstanding,meduim,two,5,2,better,5,3,0,4
34,No,Non-Travel,1375,Sales,10,bachelors_degree,Life Sciences,very_high,Male,87,high,two,Sales Executive,high,Divorced,4001,12313,1,Yes,14,Excellent,high,one,15,3,better,15,14,0,7
53,No,Non-Travel,661,Research & Development,1,masters_degree,Medical,low,Female,60,meduim,four,Manufacturing Director,high,Married,12965,22308,4,Yes,20,Outstanding,very_high,three,27,2,good,3,2,0,2
43,No,Travel_Rarely,244,Human Resources,2,bachelors_degree,Life Sciences,meduim,Male,97,high,one,Human Resources,very_high,Single,3539,5033,0,No,13,Excellent,meduim,zero,10,5,better,9,7,1,8
34,No,Travel_Rarely,511,Sales,3,some_college,Life Sciences,very_high,Female,32,low,two,Sales Executive,very_high,Single,6029,25353,5,No,12,Excellent,low,zero,6,3,better,2,2,2,2
21,Yes,Travel_Rarely,337,Sales,7,no_college,Marketing,meduim,Male,31,high,one,Sales Representative,meduim,Single,2679,4567,1,No,13,Excellent,meduim,zero,1,3,better,1,0,1,0
38,No,Travel_Rarely,1153,Research & Development,6,some_college,Other,very_high,Female,40,meduim,one,Laboratory Technician,high,Married,3702,16376,1,No,11,Excellent,meduim,one,5,3,better,5,4,0,4
22,Yes,Travel_Rarely,1294,Research & Development,8,no_college,Medical,high,Female,79,high,one,Laboratory Technician,low,Married,2398,15999,1,Yes,17,Excellent,high,zero,1,6,better,1,0,0,0
31,No,Travel_Rarely,196,Sales,29,masters_degree,Marketing,low,Female,91,meduim,two,Sales Executive,very_high,Married,5468,13402,1,No,14,Excellent,low,two,13,3,better,12,7,5,7
51,No,Travel_Rarely,942,Research & Development,3,bachelors_degree,Technical Degree,low,Female,53,high,three,Manager,high,Married,13116,22984,2,No,11,Excellent,very_high,zero,15,2,better,2,2,2,2
37,No,Travel_Rarely,589,Sales,9,some_college,Marketing,meduim,Male,46,meduim,two,Sales Executive,meduim,Married,4189,8800,1,No,14,Excellent,low,two,5,2,better,5,2,0,3
46,No,Travel_Rarely,734,Research & Development,2,masters_degree,Medical,high,Male,46,high,five,Research Director,very_high,Divorced,19328,14218,7,Yes,17,Excellent,high,one,24,3,better,2,1,2,2
36,No,Travel_Rarely,1383,Research & Development,10,bachelors_degree,Life Sciences,very_high,Male,90,high,three,Healthcare Representative,low,Married,8321,25949,7,Yes,13,Excellent,very_high,one,15,1,better,12,8,5,7
44,Yes,Travel_Frequently,429,Research & Development,1,some_college,Medical,high,Male,99,high,one,Research Scientist,meduim,Divorced,2342,11092,1,Yes,12,Excellent,high,three,6,2,good,5,3,2,3
37,No,Travel_Rarely,1239,Human Resources,8,some_college,Other,high,Male,89,high,two,Human Resources,meduim,Divorced,4071,12832,2,No,13,Excellent,high,zero,19,4,good,10,0,4,7
35,Yes,Travel_Rarely,303,Sales,27,bachelors_degree,Life Sciences,high,Male,84,high,two,Sales Executive,very_high,Single,5813,13492,1,Yes,18,Excellent,very_high,zero,10,2,better,10,7,7,7
33,No,Travel_Rarely,867,Research & Development,8,masters_degree,Life Sciences,very_high,Male,90,very_high,one,Research Scientist,low,Married,3143,6076,6,No,19,Excellent,meduim,one,14,1,better,10,8,7,6
28,No,Travel_Rarely,1181,Research & Development,1,bachelors_degree,Life Sciences,high,Male,82,high,one,Research Scientist,very_high,Married,2044,5531,1,No,11,Excellent,high,one,5,6,best,5,3,0,3
39,No,Travel_Rarely,1253,Research & Development,10,no_college,Medical,high,Male,65,high,three,Research Director,high,Single,13464,7914,7,No,21,Outstanding,high,zero,9,3,better,4,3,2,2
46,No,Non-Travel,849,Sales,26,some_college,Life Sciences,meduim,Male,98,meduim,two,Sales Executive,meduim,Single,7991,25166,8,No,15,Excellent,high,zero,6,3,better,2,2,2,2
40,No,Travel_Rarely,616,Research & Development,2,some_college,Life Sciences,high,Female,99,high,one,Laboratory Technician,low,Married,3377,25605,4,No,17,Excellent,very_high,one,7,5,good,4,3,0,2
42,No,Travel_Rarely,1128,Research & Development,13,bachelors_degree,Medical,meduim,Male,95,very_high,two,Healthcare Representative,low,Married,5538,5696,5,No,18,Excellent,high,two,10,2,good,0,0,0,0
35,No,Non-Travel,1180,Research & Development,2,some_college,Medical,meduim,Male,90,high,two,Manufacturing Director,very_high,Divorced,5762,24442,2,No,14,Excellent,high,one,15,6,better,7,7,1,7
38,No,Non-Travel,1336,Human Resources,2,bachelors_degree,Human Resources,low,Male,100,high,one,Human Resources,meduim,Divorced,2592,7129,5,No,13,Excellent,very_high,three,13,3,better,11,10,3,8
34,Yes,Travel_Frequently,234,Research & Development,9,masters_degree,Life Sciences,very_high,Male,93,high,two,Laboratory Technician,low,Married,5346,6208,4,No,17,Excellent,high,one,11,3,good,7,1,0,7
37,Yes,Travel_Rarely,370,Research & Development,10,masters_degree,Medical,very_high,Male,58,high,two,Manufacturing Director,low,Single,4213,4992,1,No,15,Excellent,meduim,zero,10,4,bad,10,3,0,8
39,No,Travel_Frequently,766,Sales,20,bachelors_degree,Life Sciences,high,Male,83,high,two,Sales Executive,very_high,Divorced,4127,19188,2,No,18,Excellent,very_high,one,7,6,better,2,1,2,2
43,No,Non-Travel,343,Research & Development,9,bachelors_degree,Life Sciences,low,Male,52,high,one,Research Scientist,high,Single,2438,24978,4,No,13,Excellent,high,zero,7,2,good,3,2,1,2
41,No,Travel_Rarely,447,Research & Development,5,bachelors_degree,Life Sciences,meduim,Male,85,very_high,two,Healthcare Representative,meduim,Single,6870,15530,3,No,12,Excellent,low,zero,11,3,bad,3,2,1,2
41,No,Travel_Rarely,796,Sales,4,no_college,Marketing,high,Female,81,high,three,Sales Executive,high,Divorced,10447,26458,0,Yes,13,Excellent,very_high,one,23,3,best,22,14,13,5
30,No,Travel_Rarely,1092,Research & Development,10,bachelors_degree,Medical,low,Female,64,high,three,Manufacturing Director,high,Single,9667,2739,9,No,14,Excellent,meduim,zero,9,3,better,7,7,0,2
26,Yes,Travel_Rarely,920,Human Resources,20,some_college,Medical,very_high,Female,69,high,one,Human Resources,meduim,Married,2148,6889,0,Yes,11,Excellent,high,zero,6,3,better,5,1,1,4
46,Yes,Travel_Rarely,261,Research & Development,21,some_college,Medical,very_high,Female,66,high,two,Healthcare Representative,meduim,Married,8926,10842,4,No,22,Outstanding,very_high,one,13,2,best,9,7,3,7
40,No,Travel_Rarely,1194,Research & Development,1,bachelors_degree,Life Sciences,high,Female,52,high,two,Healthcare Representative,very_high,Divorced,6513,9060,4,No,17,Excellent,very_high,one,12,3,better,5,3,0,3
34,No,Travel_Rarely,810,Sales,8,some_college,Technical Degree,meduim,Male,92,very_high,two,Sales Executive,high,Married,6799,22128,1,No,21,Outstanding,high,two,10,5,better,10,8,4,8
58,No,Non-Travel,350,Sales,2,bachelors_degree,Medical,meduim,Male,52,high,four,Manager,meduim,Divorced,16291,22577,4,No,22,Outstanding,very_high,one,37,0,good,16,9,14,14
35,No,Travel_Rarely,185,Research & Development,23,masters_degree,Medical,meduim,Male,91,low,one,Laboratory Technician,high,Married,2705,9696,0,No,16,Excellent,meduim,one,6,2,best,5,4,0,3
47,No,Travel_Rarely,1001,Research & Development,4,bachelors_degree,Life Sciences,high,Female,92,meduim,three,Manufacturing Director,meduim,Divorced,10333,19271,8,Yes,12,Excellent,high,one,28,4,better,22,11,14,10
40,No,Travel_Rarely,750,Research & Development,12,bachelors_degree,Life Sciences,meduim,Female,47,high,two,Healthcare Representative,low,Divorced,4448,10748,2,No,12,Excellent,meduim,one,15,3,better,7,4,7,7
54,No,Travel_Rarely,431,Research & Development,7,masters_degree,Medical,very_high,Female,68,high,two,Research Scientist,very_high,Married,6854,15696,4,No,15,Excellent,meduim,one,14,2,good,7,1,1,7
31,No,Travel_Frequently,1125,Sales,7,masters_degree,Marketing,low,Female,68,high,three,Sales Executive,low,Married,9637,8277,2,No,14,Excellent,very_high,two,9,3,better,3,2,2,2
